id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed
5014,1777,Mastercard,Debit (Prepaid),5863932577604198.0,05/2023,815,YES,1,61.0,2004-10-01,2012
1207,1777,Discover,Credit,6890958566283018.0,08/2018,17,YES,2,24400.0,2010-02-01,2011
4557,1777,Mastercard,Debit,5523521756936715.0,02/2023,646,YES,2,32895.0,2004-09-01,2005
1057,1777,Mastercard,Credit,5283200338474521.0,09/2006,183,YES,1,14300.0,2005-02-01,2010
2917,1872,Visa,Debit,4579828689268319.0,07/2023,234,YES,1,24308.0,2006-05-01,2011
5819,1872,Mastercard,Debit,5728624930968573.0,07/2011,308,YES,1,26328.0,2004-12-01,2005
2918,1872,Visa,Debit,4168297207560528.0,06/2018,37,YES,1,21655.0,2006-05-01,2009
308,1872,Visa,Debit,4656088751958530.0,01/2022,257,YES,1,23300.0,2012-01-01,2012
3962,1872,Visa,Credit,4481314542302614.0,05/2023,653,YES,1,15900.0,2010-07-01,2013
4267,1872,Mastercard,Credit,5747096332409894.0,03/2023,145,YES,2,8500.0,2008-08-01,2011
936,799,Visa,Credit,4632633126868484.0,02/2020,343,YES,2,6600.0,2020-01-01,2020
2284,799,Mastercard,Credit,5608087801127195.0,02/2020,715,YES,2,7000.0,2011-03-01,2011
3650,144,Amex,Credit,367474000000000.0,12/2001,558,YES,1,11600.0,1998-07-01,2009
1436,144,Amex,Credit,375208000000000.0,12/2022,512,YES,2,0.0,2020-02-01,2020
4457,144,Mastercard,Debit,5962520384384662.0,11/2022,627,YES,2,14699.0,2016-08-01,2016
5247,144,Mastercard,Debit,5891798640440029.0,07/2022,370,YES,2,20289.0,2011-10-01,2011
2775,793,Visa,Credit,4030904159290027.0,04/2023,880,YES,1,13700.0,2017-04-01,2017
4234,793,Visa,Credit,4707721125348403.0,02/2024,530,YES,1,16700.0,2007-08-01,2007
2545,1179,Mastercard,Debit,5575263233323319.0,04/2020,712,YES,2,15518.0,2007-04-01,2011
4466,1179,Visa,Debit,4381450999997195.0,10/2024,135,YES,2,27313.0,2017-08-01,2017
2612,1179,Mastercard,Debit,5517928534321046.0,06/2022,283,YES,1,21989.0,2009-04-01,2009
4760,1179,Discover,Credit,6340588661070812.0,02/2020,737,YES,1,12900.0,2010-09-01,2013
5128,1179,Mastercard,Debit,5037612210257223.0,10/2021,213,YES,2,20026.0,2008-10-01,2010
5283,114,Visa,Debit,4997086356987452.0,03/2023,106,YES,2,10676.0,2013-10-01,2013
3398,114,Mastercard,Debit,5563288095981743.0,07/2023,711,YES,2,27447.0,2008-06-01,2010
3070,114,Mastercard,Debit,5471501151275219.0,01/2019,875,YES,2,16617.0,2010-05-01,2011
939,114,Visa,Debit,4406180094358834.0,09/2020,386,YES,2,12173.0,2020-01-01,2020
6112,1107,Mastercard,Debit,5678186427083264.0,04/2023,765,YES,1,16678.0,2015-12-01,2015
3698,1107,Mastercard,Debit,5259128969401805.0,03/2020,719,YES,1,14123.0,2003-07-01,2006
1985,1107,Visa,Debit,4779897441663920.0,07/2023,172,YES,1,11281.0,2020-02-01,2020
8,1107,Mastercard,Credit,5462760953855576.0,09/2021,665,NO,2,10300.0,1998-01-01,2006
2872,1107,Visa,Debit (Prepaid),4218945513492403.0,04/2020,609,YES,2,102.0,2004-05-01,2011
6079,517,Visa,Debit,4529198706544196.0,12/2019,956,YES,1,11254.0,2012-12-01,2012
5335,517,Visa,Debit,4624298880024351.0,05/2023,695,NO,2,10703.0,2018-10-01,2018
106,517,Mastercard,Credit,5781831200471526.0,04/2021,342,YES,1,5000.0,2006-01-01,2016
1739,517,Mastercard,Debit,5814657967124433.0,09/2021,53,YES,2,8002.0,2020-02-01,2020
5476,1992,Visa,Debit,4599537074421924.0,06/2021,352,YES,1,13034.0,2006-11-01,2006
5327,1992,Visa,Debit (Prepaid),4735444171765440.0,04/2021,440,YES,1,71.0,2017-10-01,2017
1132,1992,Visa,Debit,4346364600707726.0,05/2021,819,YES,1,10374.0,2007-02-01,2007
4442,1992,Visa,Debit,4464255837780501.0,09/2016,11,YES,1,13382.0,2014-08-01,2014
3797,1992,Visa,Debit,4169528920281151.0,02/2020,372,YES,1,11063.0,2006-07-01,2011
5974,19,Mastercard,Debit (Prepaid),5885996845393849.0,02/2023,676,YES,2,55.0,2009-12-01,2011
1133,1605,Visa,Debit,4607163659779577.0,01/2024,954,YES,1,18358.0,2007-02-01,2010
3231,1605,Visa,Credit,4050809280792654.0,10/2022,906,YES,1,8700.0,2001-06-01,2010
5975,1605,Mastercard,Debit,5242747753340318.0,12/2009,558,YES,2,1966.0,2009-12-01,2011
2555,1904,Visa,Credit,4906330160441425.0,06/2021,740,NO,1,13600.0,2007-04-01,2011
2575,1904,Mastercard,Debit (Prepaid),5018139436441141.0,11/2022,978,YES,1,40.0,2008-04-01,2011
3656,1904,Mastercard,Debit (Prepaid),5560959222277430.0,08/2007,327,YES,2,61.0,2000-07-01,2013
1004,1904,Mastercard,Debit,5660745375245497.0,07/2022,27,YES,1,7597.0,2002-02-01,2005
2498,1904,Visa,Credit,4424092813863775.0,07/2024,996,NO,2,9900.0,2005-04-01,2006
1120,545,Mastercard,Debit,5500745251339739.0,12/2021,290,YES,2,7898.0,2007-02-01,2014
6140,545,Amex,Credit,312560000000000.0,02/2020,667,YES,1,12700.0,2019-12-01,2019
5802,545,Visa,Debit,4026064532527532.0,04/2018,850,NO,1,34329.0,2003-12-01,2010
2125,789,Mastercard,Debit,5733951015747886.0,08/2021,629,NO,1,25206.0,2006-03-01,2018
4523,789,Mastercard,Debit (Prepaid),5358041053681348.0,10/2021,787,YES,1,89.0,2002-09-01,2012
2269,789,Visa,Debit,4466987531926977.0,04/2024,542,YES,3,15143.0,2010-03-01,2014
3071,742,Mastercard,Credit,5867727546265982.0,10/2010,868,YES,2,12700.0,2010-05-01,2010
4751,742,Visa,Debit (Prepaid),4021365419633529.0,04/2024,489,YES,2,53.0,2009-09-01,2009
3900,742,Mastercard,Debit (Prepaid),5451240838028180.0,07/2023,89,YES,2,67.0,2009-07-01,2016
3943,742,Mastercard,Debit,5524375174709990.0,04/2020,727,NO,2,22839.0,2010-07-01,2015
1438,523,Amex,Credit,321787000000000.0,03/2024,747,YES,2,8200.0,2020-02-01,2020
2713,523,Discover,Credit,6364215863625390.0,10/2023,14,YES,1,13000.0,2013-04-01,2013
3612,523,Mastercard,Debit,5690509651153906.0,05/2022,573,YES,2,20430.0,2016-06-01,2016
709,523,Mastercard,Credit,5008598572977474.0,02/2020,232,YES,1,8300.0,2020-01-01,2020
2771,928,Mastercard,Debit,5578069135826637.0,07/2019,703,YES,1,10882.0,2017-04-01,2017
3572,928,Visa,Debit,4323438857314993.0,03/2022,40,YES,1,19454.0,2013-06-01,2013
3152,928,Mastercard,Debit,5075857376370680.0,02/2020,982,YES,1,19624.0,2014-05-01,2014
1203,928,Amex,Credit,322674000000000.0,08/2012,250,YES,1,8700.0,2010-02-01,2010
710,928,Mastercard,Credit,5253140087088071.0,12/2020,945,YES,1,8000.0,2020-01-01,2020
4528,928,Visa,Debit,4565738687713649.0,03/2020,549,YES,1,14540.0,2002-09-01,2002
4335,928,Mastercard,Credit,5170430476017818.0,06/2023,817,YES,1,7300.0,2010-08-01,2013
3506,1642,Visa,Credit,4941217468452968.0,03/2015,160,YES,2,12200.0,2010-06-01,2010
3573,1642,Visa,Credit,4222423291346252.0,01/2021,67,YES,1,5000.0,2013-06-01,2013
5206,1642,Mastercard,Credit,5451362125568437.0,03/2020,365,YES,1,11200.0,2010-10-01,2010
6034,1642,Visa,Credit,4759687155885583.0,07/2016,34,NO,2,11200.0,2010-12-01,2011
4281,1642,Visa,Debit,4680328184934192.0,12/2012,377,YES,1,26730.0,2008-08-01,2010
711,1962,Mastercard,Debit,5422341110559659.0,10/2021,939,YES,2,45373.0,2020-01-01,2020
3371,1962,Visa,Credit,4415046745142821.0,06/2011,166,NO,1,21000.0,2007-06-01,2015
3798,1962,Visa,Debit,4343665057958607.0,08/2021,665,YES,1,43287.0,2006-07-01,2013
2594,1962,Visa,Debit,4452357307336469.0,07/2021,260,YES,1,42176.0,2008-04-01,2008
2126,1962,Mastercard,Debit,5322921857948894.0,03/2022,534,YES,2,19789.0,2006-03-01,2010
2198,133,Mastercard,Debit,5241330528442158.0,07/2022,436,YES,1,24508.0,2008-03-01,2009
4683,133,Mastercard,Debit,5386540540263311.0,03/2024,26,YES,1,25197.0,2008-09-01,2011
5162,795,Mastercard,Debit,5902542975328331.0,12/2023,983,YES,1,27795.0,2009-10-01,2014
4357,795,Discover,Credit,6917280872761373.0,04/2020,315,YES,2,16100.0,2011-08-01,2011
5904,1849,Mastercard,Debit,5576035087378479.0,05/2023,481,YES,2,14027.0,2007-12-01,2014
1011,1849,Discover,Credit,6737538441360610.0,08/2024,595,YES,1,10600.0,2003-02-01,2007
6096,237,Visa,Credit,4187289847634833.0,04/2021,798,NO,2,4300.0,2013-12-01,2013
3574,237,Visa,Debit,4145423192370462.0,02/2021,398,NO,1,38900.0,2013-06-01,2013
3298,2,Mastercard,Credit,5191615123045322.0,11/2020,485,YES,1,7400.0,2005-06-01,2011
3593,2,Mastercard,Debit,5458954548704072.0,07/2024,47,YES,1,9001.0,2015-06-01,2015
2576,2,Mastercard,Debit,5077942665919872.0,08/2023,127,NO,2,9669.0,2008-04-01,2011
6073,2,Mastercard,Debit,5617443939610345.0,08/2024,813,YES,2,16491.0,2012-12-01,2012
2919,2,Visa,Credit,4809764397537147.0,12/2013,939,YES,1,7800.0,2006-05-01,2012
3153,313,Mastercard,Debit,5401966281135701.0,02/2023,737,YES,2,12183.0,2014-05-01,2014
4804,313,Visa,Credit,4142618269549473.0,12/2022,716,YES,1,8900.0,2010-09-01,2016
2938,989,Mastercard,Credit,5696485046042913.0,02/2024,764,YES,1,28000.0,2007-05-01,2007
4613,989,Mastercard,Debit,5545483213832558.0,06/2020,645,NO,1,19843.0,2006-09-01,2015
4354,989,Visa,Debit,4353181605005049.0,02/2021,19,YES,2,4707.0,2010-08-01,2010
3039,989,Amex,Credit,309385000000000.0,01/2024,251,YES,1,16200.0,2010-05-01,2010
3643,989,Mastercard,Debit (Prepaid),5331189129913282.0,10/2020,359,YES,1,58.0,2019-06-01,2019
4124,989,Visa,Credit,4119849353170305.0,02/2020,170,YES,2,21600.0,2003-08-01,2015
2511,989,Mastercard,Debit,5676028749684108.0,01/2022,678,YES,2,4707.0,2006-04-01,2015
3979,989,Mastercard,Debit,5270284172540389.0,05/2024,714,YES,3,27178.0,2011-07-01,2011
2976,1562,Mastercard,Credit,5819630613408765.0,03/2023,727,YES,2,8100.0,2008-05-01,2014
168,1562,Mastercard,Debit,5980129246400404.0,02/2024,42,YES,2,16815.0,2008-01-01,2014
3459,1562,Visa,Debit (Prepaid),4881855799456128.0,02/2022,637,YES,1,0.0,2009-06-01,2012
2907,1983,Mastercard,Credit,5268892141706910.0,03/2023,905,YES,1,51900.0,2006-05-01,2009
3399,1983,Mastercard,Credit,5634102457746992.0,02/2020,250,YES,1,17700.0,2008-06-01,2009
2653,1983,Mastercard,Debit,5340780229634197.0,07/2023,257,YES,1,47211.0,2010-04-01,2010
191,1091,Amex,Credit,386479000000000.0,03/2024,172,NO,2,17800.0,2009-01-01,2009
1384,1091,Visa,Debit,4330882727770787.0,10/2019,22,YES,1,29685.0,2018-02-01,2018
3507,1091,Visa,Credit,4724864981660920.0,08/2024,403,NO,1,12700.0,2010-06-01,2013
3334,1091,Visa,Debit,4561951091545890.0,08/2022,691,YES,1,21744.0,2006-06-01,2011
2013,759,Visa,Credit,4417109828447309.0,05/2002,812,YES,2,15500.0,1999-03-01,2013
3716,759,Mastercard,Debit,5418111837859479.0,05/2022,529,YES,2,23154.0,2004-07-01,2012
2230,759,Mastercard,Debit,5864938158181063.0,03/2012,438,YES,2,8747.0,2009-03-01,2009
3101,759,Mastercard,Debit,5565412921641370.0,09/2024,992,YES,1,25059.0,2011-05-01,2011
2069,779,Mastercard,Credit,5333842700329565.0,04/2018,191,YES,2,14200.0,2004-03-01,2010
119,779,Visa,Debit,4906021631955321.0,01/2024,889,YES,2,18888.0,2006-01-01,2014
1058,779,Mastercard,Debit,5260501863539748.0,10/2023,797,NO,2,3099.0,2005-02-01,2013
4558,779,Mastercard,Debit,5948253675276941.0,11/2021,348,YES,2,10656.0,2004-09-01,2011
3299,779,Mastercard,Debit,5510063639324759.0,06/2012,587,YES,2,12698.0,2005-06-01,2010
3632,1618,Mastercard,Debit,5677315632040269.0,01/2020,927,YES,1,21280.0,2018-06-01,2018
5363,1618,Mastercard,Debit (Prepaid),5658794762166757.0,03/2023,663,YES,1,111.0,2000-11-01,2010
3031,1618,Visa,Debit,4788096167141165.0,01/2024,88,YES,1,26608.0,2009-05-01,2009
5729,1618,Visa,Debit,4032385619436581.0,03/2022,88,YES,2,37619.0,2016-11-01,2016
3239,1168,Mastercard,Debit,5809446324429038.0,09/2020,480,YES,1,25422.0,2002-06-01,2008
5300,1237,Visa,Debit,4967614598666288.0,12/2020,790,YES,2,16053.0,2014-10-01,2014
2017,1237,Amex,Credit,304727000000000.0,07/2022,930,YES,1,8400.0,2001-03-01,2014
3944,1237,Mastercard,Debit,5293034450657206.0,09/2021,829,YES,1,14385.0,2010-07-01,2012
5163,1237,Mastercard,Debit,5908634356288234.0,12/2020,276,YES,2,1607.0,2009-10-01,2011
2092,1237,Mastercard,Debit (Prepaid),5295399317930837.0,12/2015,543,YES,2,51.0,2005-03-01,2007
3372,1237,Visa,Debit,4925352341824320.0,09/2023,570,YES,2,5646.0,2007-06-01,2019
4283,699,Visa,Debit,4015359680044238.0,10/2021,867,YES,1,20887.0,2008-08-01,2008
3285,699,Amex,Credit,361233000000000.0,08/2022,626,YES,1,9500.0,2005-06-01,2005
3875,699,Visa,Debit,4029109059179282.0,08/2024,637,YES,2,8960.0,2008-07-01,2014
4012,646,Mastercard,Debit,5084129042406429.0,05/2022,379,YES,2,15822.0,2013-07-01,2013
6090,646,Mastercard,Debit,5171925674822493.0,08/2023,349,YES,1,17057.0,2013-12-01,2013
2093,646,Mastercard,Credit,5417194878972795.0,04/2021,638,YES,2,14500.0,2005-03-01,2019
5976,1403,Mastercard,Debit,5997533760937121.0,09/2013,563,YES,2,21084.0,2009-12-01,2015
2830,1403,Mastercard,Debit,5658918047471971.0,03/2024,179,YES,2,11889.0,2002-05-01,2014
5433,631,Mastercard,Credit,5693300103257697.0,10/2009,646,YES,1,8600.0,2005-11-01,2006
4355,631,Visa,Debit,4085525339324208.0,09/2023,988,YES,1,1740.0,2010-08-01,2010
4515,631,Mastercard,Debit,5364261943325012.0,06/2022,255,YES,1,16908.0,2001-09-01,2013
2818,631,Mastercard,Debit,5164138227100839.0,07/2022,553,YES,1,15591.0,2001-05-01,2012
3784,631,Mastercard,Debit,5093862705639584.0,05/2008,697,YES,2,20974.0,2006-07-01,2007
717,631,Mastercard,Credit,5317076130104741.0,05/2022,81,YES,1,7200.0,2020-01-01,2020
2596,631,Amex,Credit,354554000000000.0,02/2024,512,NO,1,8500.0,2009-04-01,2010
4138,1070,Mastercard,Debit,5588241759620390.0,08/2022,902,YES,1,28666.0,2004-08-01,2010
718,1070,Mastercard,Debit,5077019023912414.0,02/2022,452,NO,2,24334.0,2020-01-01,2020
2923,1070,Amex,Credit,331661000000000.0,02/2020,340,YES,2,13100.0,2007-05-01,2013
4684,1070,Mastercard,Debit (Prepaid),5003507127783509.0,01/2011,406,YES,2,53.0,2008-09-01,2012
2908,1070,Mastercard,Debit,5485919338552938.0,11/2021,934,YES,1,16898.0,2006-05-01,2013
5072,1070,Amex,Credit,310909000000000.0,02/2021,334,YES,2,9600.0,2007-10-01,2008
2455,291,Amex,Credit,348934000000000.0,04/2005,705,YES,2,6800.0,2004-04-01,2010
3221,291,Amex,Credit,352222000000000.0,10/2024,412,YES,2,9900.0,2001-06-01,2006
169,291,Mastercard,Debit (Prepaid),5900191366508128.0,08/2018,94,YES,2,52.0,2008-01-01,2011
5774,738,Mastercard,Credit,5997676532243287.0,08/2020,937,YES,2,19600.0,2001-12-01,2013
2270,738,Visa,Credit,4975397225900594.0,10/2022,633,YES,2,19300.0,2010-03-01,2010
1989,738,Visa,Debit,4554612997314669.0,10/2020,551,YES,1,42253.0,2020-02-01,2020
204,738,Mastercard,Debit,5186294128669152.0,06/2023,648,YES,1,21997.0,2009-01-01,2011
5140,142,Visa,Debit,4245753102284802.0,02/2020,47,YES,2,20902.0,2008-10-01,2015
1046,142,Visa,Debit,4849801141196819.0,01/2021,469,YES,2,2284.0,2004-02-01,2017
5827,459,Amex,Credit,394463000000000.0,05/2018,988,YES,1,6500.0,2005-12-01,2016
5620,459,Mastercard,Debit,5455692825493528.0,05/2024,886,YES,2,1200.0,2010-11-01,2010
3170,459,Visa,Credit,4702160782866812.0,07/2022,32,YES,1,6300.0,2015-05-01,2015
1991,459,Visa,Debit,4702909631016695.0,08/2024,296,YES,1,13496.0,2020-02-01,2020
3625,459,Visa,Debit,4777682501119860.0,03/2022,841,NO,2,10636.0,2017-06-01,2017
120,459,Visa,Credit,4115517902859173.0,02/2020,685,YES,1,7000.0,2006-01-01,2018
3667,55,Mastercard,Credit,5654301247931831.0,10/2015,534,YES,1,10300.0,2001-07-01,2017
4505,55,Mastercard,Debit,5279944889030781.0,09/2007,556,YES,2,17775.0,2000-09-01,2008
3980,55,Mastercard,Debit,5603953556223249.0,07/2021,279,YES,2,6056.0,2011-07-01,2011
3265,55,Visa,Debit,4806234146608194.0,08/2020,750,YES,1,1736.0,2003-06-01,2012
5865,55,Mastercard,Debit,5124868578530623.0,05/2022,482,YES,1,20573.0,2006-12-01,2014
6037,1370,Discover,Credit,6423896642709968.0,12/2024,893,YES,1,18400.0,2011-12-01,2011
4957,1370,Mastercard,Debit,5831867303465557.0,07/2024,88,YES,2,12610.0,2001-10-01,2007
170,1370,Mastercard,Debit,5848792320156293.0,08/2020,354,YES,2,10471.0,2008-01-01,2010
3464,1370,Amex,Credit,354175000000000.0,02/2023,490,YES,2,25100.0,2010-06-01,2010
721,897,Mastercard,Credit,5648920659581656.0,03/2022,9,YES,2,10200.0,2020-01-01,2020
4458,897,Mastercard,Debit,5039518885202193.0,09/2022,731,NO,1,13460.0,2016-08-01,2016
723,1781,Mastercard,Debit,5205146873846149.0,03/2020,412,YES,1,10673.0,2020-01-01,2020
6018,1781,Mastercard,Debit,5271577810389285.0,11/2023,444,NO,2,14959.0,2010-12-01,2013
3032,1781,Visa,Debit,4421074314274468.0,10/2015,365,YES,2,4924.0,2009-05-01,2013
5554,457,Visa,Credit,4765720927158180.0,06/2020,635,YES,1,12900.0,2008-11-01,2010
3129,457,Amex,Credit,323996000000000.0,03/2021,845,YES,2,4300.0,2013-05-01,2013
4222,457,Mastercard,Debit,5325429814066263.0,07/2024,405,YES,2,16134.0,2007-08-01,2010
3751,457,Visa,Credit,4827782115726481.0,07/2023,26,YES,2,7900.0,2005-07-01,2006
2740,160,Visa,Debit,4052223642085368.0,11/2020,695,YES,1,15204.0,2014-04-01,2014
1747,160,Mastercard,Debit,5043025719349382.0,10/2022,212,YES,2,12282.0,2020-02-01,2020
4914,160,Mastercard,Debit (Prepaid),5097177024373449.0,03/2020,487,YES,1,79.0,2017-09-01,2017
1208,984,Discover,Credit,6617667813539645.0,06/2022,357,YES,2,6900.0,2010-02-01,2015
2796,984,Visa,Debit,4735265751138652.0,08/2022,484,YES,1,14217.0,1997-05-01,2013
4088,984,Mastercard,Debit,5466783111172182.0,02/2024,259,YES,1,9226.0,1997-08-01,2015
3836,984,Discover,Credit,6286867412246582.0,02/2020,286,YES,2,4000.0,2008-07-01,2008
121,984,Visa,Credit,4163142253525850.0,05/2024,949,YES,2,10600.0,2006-01-01,2015
3461,1535,Visa,Credit,4086767707930248.0,06/2019,906,YES,2,9200.0,2009-06-01,2009
187,1535,Visa,Debit,4315296241283753.0,08/2021,887,YES,1,17231.0,2008-01-01,2008
2101,1434,Visa,Debit,4683529333850689.0,01/2023,987,YES,2,27776.0,2005-03-01,2009
5776,1434,Amex,Credit,340473000000000.0,05/2021,594,YES,1,10800.0,2002-12-01,2012
3594,1434,Mastercard,Credit,5582873367992936.0,05/2016,523,YES,1,4300.0,2015-06-01,2015
5765,1434,Mastercard,Credit,5894846894284597.0,10/2020,560,YES,1,11300.0,2000-12-01,2010
1750,208,Mastercard,Debit,5973418253600951.0,05/2023,54,YES,1,31164.0,2020-02-01,2020
4980,208,Amex,Credit,331642000000000.0,08/2020,68,YES,1,13900.0,2003-10-01,2003
2426,208,Visa,Debit,4455787437333576.0,11/2023,216,YES,2,23834.0,2001-04-01,2014
5640,1909,Visa,Debit,4129826777465625.0,11/2021,941,YES,1,9599.0,2010-11-01,2010
4017,1909,Visa,Debit,4928809249781808.0,09/2021,962,YES,1,8177.0,2013-07-01,2013
1136,1909,Amex,Credit,356754000000000.0,01/2015,199,YES,1,6100.0,2008-02-01,2019
5207,1909,Mastercard,Debit,5244932923677516.0,07/2020,633,YES,2,3658.0,2010-10-01,2016
4752,1356,Visa,Credit,4054184324450514.0,08/2022,45,YES,2,8100.0,2009-09-01,2015
2862,1356,Mastercard,Credit,5533435981760046.0,04/2005,746,YES,2,7900.0,2004-05-01,2009
1751,1356,Mastercard,Debit (Prepaid),5019455882080711.0,05/2024,607,YES,2,57.0,2020-02-01,2020
4057,1356,Mastercard,Debit,5859718770565482.0,08/2020,127,YES,1,12170.0,2017-07-01,2017
5480,1356,Amex,Credit,309524000000000.0,09/2024,665,YES,2,10400.0,2007-11-01,2009
5905,265,Mastercard,Credit,5369677036150953.0,12/2024,992,YES,1,12000.0,2007-12-01,2009
1264,265,Visa,Credit,4179464821874368.0,10/2022,376,YES,2,16600.0,2010-02-01,2010
2305,265,Mastercard,Debit,5187470414488999.0,05/2023,680,NO,1,13900.0,2012-03-01,2012
3159,1089,Visa,Debit,4171386450929978.0,10/2020,702,YES,1,32269.0,2014-05-01,2014
3487,1089,Mastercard,Debit (Prepaid),5992452355066267.0,07/2010,255,YES,1,68.0,2010-06-01,2011
2682,1089,Mastercard,Debit,5862553540544506.0,08/2022,206,YES,2,25390.0,2011-04-01,2011
1753,614,Mastercard,Debit,5173250188599461.0,02/2020,842,YES,1,12829.0,2020-02-01,2020
4002,614,Mastercard,Debit,5953826141797560.0,07/2024,781,YES,1,19508.0,2012-07-01,2012
4753,614,Visa,Credit,4679944060407471.0,05/2021,328,YES,1,12700.0,2009-09-01,2015
416,614,Amex,Credit,376263000000000.0,02/2020,498,YES,1,13700.0,2020-01-01,2020
2094,614,Mastercard,Debit,5303628231225889.0,09/2022,849,YES,1,26467.0,2005-03-01,2007
6065,614,Visa,Debit,4009824948264772.0,12/2011,343,YES,2,25059.0,2011-12-01,2011
2953,614,Visa,Debit,4208882690900434.0,09/2021,889,YES,2,17403.0,2007-05-01,2010
340,814,Visa,Credit,4458593801378188.0,07/2024,713,YES,2,7400.0,2014-01-01,2014
2955,814,Amex,Credit,304032000000000.0,07/2020,406,YES,2,14300.0,2008-05-01,2012
4536,814,Mastercard,Debit,5975850851446048.0,10/2024,385,YES,2,8262.0,2003-09-01,2018
4444,814,Visa,Credit,4107536740374307.0,04/2018,877,YES,1,7700.0,2014-08-01,2014
5267,305,Visa,Debit,4608939462503365.0,11/2015,656,NO,1,13767.0,2012-10-01,2012
341,305,Visa,Debit (Prepaid),4181646920762737.0,05/2020,86,YES,1,90.0,2014-01-01,2014
2448,305,Mastercard,Debit,5023221503017150.0,05/2006,739,YES,2,11408.0,2003-04-01,2010
2338,1225,Visa,Credit,4529057760721503.0,04/2020,270,YES,2,2400.0,2014-03-01,2014
1163,1225,Visa,Credit,4234868356191481.0,11/2024,759,YES,2,18600.0,2008-02-01,2011
5762,1225,Mastercard,Debit,5469185883238396.0,02/2024,610,YES,2,15422.0,1999-12-01,2009
4754,1405,Visa,Debit,4324994489841346.0,11/2024,374,YES,2,19575.0,2009-09-01,2009
2690,1405,Visa,Debit (Prepaid),4465717590252409.0,10/2020,476,YES,2,62.0,2011-04-01,2011
2939,1405,Mastercard,Credit,5520845437304871.0,02/2018,530,NO,1,10800.0,2007-05-01,2009
5922,1405,Amex,Credit,343577000000000.0,07/2013,751,YES,2,12400.0,2008-12-01,2010
5039,1405,Visa,Debit,4563222610324202.0,11/2022,673,YES,1,30314.0,2005-10-01,2007
2578,1405,Mastercard,Debit,5599596861279013.0,11/2020,190,YES,1,16317.0,2008-04-01,2010
4844,1405,Visa,Debit,4700587500082036.0,01/2023,458,YES,1,26033.0,2012-09-01,2012
5420,1405,Visa,Credit,4668774755047551.0,04/2023,733,NO,1,11600.0,2004-11-01,2008
5994,1478,Discover,Credit,6113554012285569.0,03/2022,285,YES,2,14800.0,2010-12-01,2011
4789,1478,Mastercard,Debit,5418595509569231.0,09/2024,749,YES,2,4183.0,2010-09-01,2010
1237,1478,Mastercard,Debit,5024480860444789.0,03/2024,877,YES,1,6732.0,2010-02-01,2010
3415,1920,Amex,Credit,347590000000000.0,08/2021,561,YES,1,8200.0,2009-06-01,2013
5579,1920,Mastercard,Debit,5523829978930626.0,02/2024,247,NO,2,1726.0,2009-11-01,2014
2791,1920,Visa,Debit,4515665907154914.0,06/2020,91,NO,2,20318.0,1996-05-01,2015
